,time,age,state,gender,occupation,covid_stress,living_with,contacts,covid_info_time,P1,P2,P3,P4,P6,P5a,P5b,P5c,P5d,P5e,P5f,P5g,P5h,P5i,P5j,P7,P8,P9,G1,G2,G3,G4,G5,G6,G7,12grade_nextstep,12grade_choices ,12grade_W1,12grade_W2,12grade_W3,12grade_W4,12grade_W5,12grade_W6,emp_salary_cut,emp_travel,emp_transport,emp_personal_life,emp_pressure,emp_workplace,emp_workflow ,emp_layoffs,emp_fear,emp_screening,emp_canteen,emp_children,emp_body ,emp_preference,emp_performance,unemp_reason,unemp_newjob,unemp_support,unemp_borrow,school_grade,school_hours,school_focus ,school_parents_monitor,school_parents_involve,school_S1 ,school_S2,school_S3,school_S4,school_S5,school_S6,school_S7,school_S8,school_S9,school_S10,school_S11,school_S12,school_S13,school_tuition,school_body,school_rating,college_type,college_focus ,college_parents_monitor ,college_parents_involve,college_S1,college_S2,college_S14,college_S3,college_S4,college_S5,college_S15,college_S7,college_S6,college_S8,college_S9,college_S10,college_S11,college_S12,college_S13,college_hours,college_wakeup,college_rating,college_body,healthcare_contact,healthcare_extra_hours,healthcare_ppe,healthcare_stay,healthcare_mistreat,healthcare_career_risk,healthcare_salary_cut,healthcare_perks,healthcare_food,healthcare_shifts,healthcare_benifits,healthcare_regret,finalyear_plan,finalyear_hours,finalyear_change,finalyear_placements_virtual,finalyear_ms_choices,finalyear_ms_uncertain,finalyear_ms_anxious,finalyear_confidence,finalyear_placements_number,finalyear_S1,finalyear_S2,finalyear_S14,finalyear_S3,finalyear_S4,finalyear_S5,finalyear_S15,finalyear_S7,finalyear_S6,finalyear_S8,finalyear_S9,finalyear_S10,finalyear_S11,finalyear_S12,finalyear_S13,home_workload,home_sharing,home_hustle,home_financial_constraints,home_privacy,home_children,old_delivery,old_status,old_govt_benefits,old_friends,old_entertainment,old_medical_reviews,old_dependent,old_tech,healthcare_type,gad7
489,9/10/2020 20:24:49,23.0,Tamil Nadu,Female,Student in college but not final year.,Medium,Yes,Yes. And it is worrying.,<1 hour/day,12:45:00 PM,30.0,8:00:00 AM,7.0,Fairly good,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,More than half the days,Several days,Several days,Several days,Several days,More than half the days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post graduation ( oral and maxillofacial pathology),No,Yes,They interfere a lot more now. And I don't like it.,Low,Medium,Very Low,Very Low,Very Low,Very Low,Low,Low,Low,Medium,Low,Very Low,Medium,Medium,Very Low,14.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
490,9/10/2020 20:40:25,20.0,Maharashtra,Male,Student in college but not final year.,Low,No,No.,<1 hour/day,12:00:00 PM,35.0,8:00:00 AM,8.0,Fairly Bad,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Several days,Several days,Several days,Several days,Several days,More than half the days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B.Tech,No,No,They are not involved at all.,,,Medium,Medium,Low,Medium,Medium,High,Very Low,Very High,Low,Very Low,High,High,Medium,5.5,Most of the time.,1.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
491,9/10/2020 20:42:20,20.0,Tamil Nadu,Male,Student in Final Year of College,Low,Yes,Yes. But I am not fazed by it.,<1 hour/day,2:00:00 AM,10.0,9:00:00 AM,6.0,Fairly good,Not during the past month,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Several days,Several days,Nearly every day,Several days,Not at all,More than half the days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies outside India,35.0,Yes,Normal process is better.,Yes,No. I need to apply for 2021 or cancel the plan and try off-campus for a job.,Yes,3.0,Yes,,,High,Medium,Medium,High,Very High,Very Low,Low,Low,High,Very High,Low,Very Low,Medium,,,,,,,,,,,,,,,,8
492,9/10/2020 20:50:44,21.0,Maharashtra,Male,Student in Final Year of College,Medium,No,Yes. And it is worrying.,1-2 hours/day,1:00:00 AM,60.0,8:30:00 AM,56.0,Fairly good,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Three or more times a week.,Not at all,Not at all,Not at all,More than half the days,Not at all,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies in India,11.0,Yes,Normal process is better.,,,,3.0,Yes,,Very Low,Low,Very High,High,Medium,Low,Medium,Medium,Very High,High,High,Very High,Very High,Very High,,,,,,,,,,,,,,,,4
493,9/10/2020 21:09:02,17.0,Tamil Nadu,Male,Just finished 12th grade.,Low,No,Yes. And it is worrying.,<1 hour/day,12:00:00 AM,15.0,8:00:00 AM,8.0,Fairly good,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Several days,Several days,Several days,Several days,Several days,Several days,Not at all,5.0,No,High,Medium,Very Low,Low,Very High,Very Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
494,9/10/2020 21:14:17,20.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,Yes. And it is worrying.,<1 hour/day,12:30:00 PM,30.0,7:30:00 AM,6.0,Fairly Bad,Once or twice a week,Less than once a week,Not during the past month,Three or more times a week,Once or twice a week,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Three or more times a week.,Three or more times a week.,Several days,More than half the days,More than half the days,More than half the days,Several days,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine,No,No,"Yes, they complement it. And I feel positive about it.",,,,Very Low,,,,,,,,,,Medium,Low,8.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
495,9/10/2020 21:24:35,24.0,Tamil Nadu,Female,Working Professional,Medium,No,Yes. And it is worrying.,<1 hour/day,2:00:00 AM,240.0,10:00:00 AM,7.0,Fairly Bad,Once or twice a week,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Once or twice a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Nearly every day,More than half the days,Nearly every day,More than half the days,Not at all,More than half the days,More than half the days,,,,,,,,,No,We work from home.,No,Yes,Yes,,Yes,Yes,1.0,We work from Home.,0.0,0.0,Yes,Working from home.,Yes. It has gotten better.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
496,9/10/2020 21:26:26,20.0,Andhra Pradesh,Male,Student in Final Year of College,Medium,No,No.,<1 hour/day,3:00:00 AM,30.0,1:00:00 PM,7.0,Fairly Bad,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,More than half the days,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),20.0,No,There is no difference,No,No. I need to apply for 2021 or cancel the plan and try off-campus for a job.,No,2.0,No,Very Low,Very Low,Very High,Very Low,Very High,Very High,Very High,Very High,High,Medium,Very High,Very High,Very High,High,Very High,,,,,,,,,,,,,,,,19
497,9/10/2020 21:26:37,19.0,Kerala,Male,Student in college but not final year.,Low,No,Yes. But I am not fazed by it.,<1 hour/day,2:00:00 AM,10.0,11:00:00 AM,8.0,Very good,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Not at all,Not at all,Not at all,Not at all,Several days,Several days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IISER ,Yes,No,They are not involved at all.,,,,,,,,,Low,Very High,Very High,Very High,Medium,,,35.0,Most of the time.,4.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
498,9/10/2020 21:28:16,20.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,3:30:00 AM,30.0,9:00:00 AM,5.0,Very Bad,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Less than once a week,Not during the past month,Three or more times a week,Not during the past month.,Less than once a week.,Three or more times a week.,Nearly every day,Several days,Several days,More than half the days,Several days,Several days,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRMC,No,No,They are not involved at all.,Very Low,Very Low,Very High,High,Very High,Very High,Very High,Medium,Medium,Very High,Low,Very High,Low,Low,Low,18.0,Most of the time.,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
499,9/10/2020 21:41:17,46.0,Goa,Female,Currently Unemployed,I've tested positive for COVID-19.,No,Yes. But I am not fazed by it.,<1 hour/day,4:00:00 AM,15.0,12:00:00 PM,0.0,Very good,Once or twice a week,Less than once a week,Once or twice a week,Three or more times a week,Once or twice a week,Less than once a week,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,No.,1.0,No.,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
500,9/10/2020 21:44:35,21.0,Tamil Nadu,Female,Student in Final Year of College,Medium,No,Yes. And it is worrying.,<1 hour/day,12:00:00 AM,20.0,9:30:00 AM,9.0,Fairly good,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Several days,Not at all,Not at all,Not at all,Not at all,Several days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies outside India,9.0,No,,No,No. I need to apply for 2021 or cancel the plan and try off-campus for a job.,No,1.0,No,Low,Very High,High,Very High,Medium,Very High,Very High,Very Low,Very Low,Very High,Very High,Very High,Very Low,Very Low,High,,,,,,,,,,,,,,,,2
501,9/10/2020 21:45:51,22.0,Maharashtra,Male,Student in Final Year of College,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,12:00:00 PM,20.0,11:00:00 AM,7.0,Fairly good,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month.,Less than once a week.,Less than once a week.,Several days,Several days,Several days,Several days,Several days,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),3.0,No,,,,,3.0,Yes,,,,,,,,Very Low,High,Medium,Medium,Medium,Medium,Medium,High,,,,,,,,,,,,,,,,7
502,9/10/2020 22:13:08,22.0,Maharashtra,Male,Working Professional,Low,No,Yes. But I am not fazed by it.,<1 hour/day,10:30:00 PM,10.0,6:15:00 AM,7.0,Very good,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Several days,Several days,Not at all,Not at all,Not at all,,,,,,,,,No,"Safe, I feel like I take adequate precautionary measures and that is satisfactory.",No,Yes,Yes,No,Yes,No,1.0,No,1.0,0.0,No,Going to my workplace.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
503,9/10/2020 22:18:46,20.0,Delhi,Female,Student in college but not final year.,Low,No,Yes. And it is worrying.,<1 hour/day,3:00:00 AM,120.0,8:00:00 AM,5.0,Fairly good,Three or more times a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Three or more times a week,Once or twice a week,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month.,Not during the past month.,Three or more times a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,More than half the days,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law,No,No,They are not involved at all.,,Low,Very High,Low,,High,Very High,Medium,Very Low,Very High,Very High,Very High,Medium,,,30.0,Everyday.,3.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20
504,9/10/2020 22:28:06,20.0,Tamil Nadu,Female,Student in college but not final year.,Medium,No,Yes. And it is worrying.,>3 hours/day,2:00:00 AM,45.0,7:30:00 AM,5.0,Very Bad,Three or more times a week,Less than once a week,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Once or twice a week,Three or more times a week,Once or twice a week,Three or more times a week,Not during the past month.,Not during the past month.,Three or more times a week.,Several days,Several days,Several days,Nearly every day,Nearly every day,Nearly every day,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3rd year B.tech EEE,No,No,"Yes, they complement it. And I feel positive about it.",Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,,Very Low,30.0,Everyday.,1.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
505,9/10/2020 22:30:48,21.0,Delhi,Female,Student in Final Year of College,Medium,No,Yes. And it is worrying.,<1 hour/day,2:00:00 AM,30.0,11:00:00 AM,8.0,Fairly good,Three or more times a week,Three or more times a week,Not during the past month,Three or more times a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Once or twice a week.,Three or more times a week.,More than half the days,Several days,Several days,Not at all,Not at all,More than half the days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,0.0,Yes,,Yes,No. I need to apply for 2021 or cancel the plan and try off-campus for a job.,Yes,5.0,Yes,,,,Very Low,Very Low,Very Low,Very Low,,Very Low,Very Low,Very Low,Very Low,,,Very Low,,,,,,,,,,,,,,,,8
506,9/10/2020 22:39:24,21.0,Tamil Nadu,Male,Student in Final Year of College,Low,No,Yes. But I am not fazed by it.,<1 hour/day,2:00:00 AM,40.0,8:00:00 AM,3.0,Very Bad,Three or more times a week,Three or more times a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Three or more times a week.,Three or more times a week.,Three or more times a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Higher studies outside India,20.0,No,,No,,No,1.0,Yes,,Very High,,Very High,Very High,Very High,Very High,Low,Very High,Very High,Very High,Very High,Low,Low,Very High,,,,,,,,,,,,,,,,21
507,9/10/2020 22:46:32,45.0,Delhi,Female,Working Professional,Low,No,No.,<1 hour/day,11:45:00 PM,10.0,6:30:00 AM,6.0,Very good,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Not during the past month.,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,,,,,No,We work from home.,,Yes,Yes,,No,No,0.0,We work from Home.,0.0,1.0,No,Going to my workplace.,It's the same as before.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
508,9/10/2020 22:48:53,20.0,Tamil Nadu,Female,Student in Final Year of College,High,No,Yes. And it is worrying.,<1 hour/day,4:00:00 AM,20.0,9:30:00 AM,6.0,Fairly Bad,Once or twice a week,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Less than once a week,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Several days,Several days,Several days,More than half the days,Nearly every day,More than half the days,More than half the days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),20.0,Yes,Normal process is better.,Yes,Yes. I might have to postpone applications to the next semester.,Yes,2.0,Yes,High,High,High,Very High,High,Very High,High,Very High,Very High,High,High,High,High,High,High,,,,,,,,,,,,,,,,12
509,9/10/2020 23:12:19,20.0,Tamil Nadu,Female,Student in college but not final year.,High,No,No.,<1 hour/day,11:30:00 AM,30.0,7:30:00 AM,7.0,Fairly good,Three or more times a week,Not during the past month,Not during the past month,Three or more times a week,Less than once a week,Three or more times a week,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Three or more times a week.,Once or twice a week.,Once or twice a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viscom,No,No,They are not involved at all.,Low,Low,Very Low,Low,Low,,Low,Low,Low,Low,Low,Low,Low,Low,Low,6.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
510,9/10/2020 23:16:07,19.0,Tamil Nadu,Female,Student in college but not final year.,Low,No,Yes. And it is worrying.,<1 hour/day,11:30:00 AM,10.0,7:30:00 AM,7.0,Fairly good,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Less than once a week.,Once or twice a week.,Several days,Several days,Several days,Several days,Not at all,Several days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law,No,No,They are not involved at all.,Very Low,Very Low,High,Very High,Medium,Medium,Very High,Very High,Very High,Very High,Very High,Very High,High,High,Very High,23.0,Everyday.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
511,9/10/2020 23:19:32,13.0,Tamil Nadu,Male,Student in School.,Medium,No,Yes. But I am not fazed by it.,<1 hour/day,11:30:00 AM,45.0,8:20:00 AM,7.0,Fairly good,Once or twice a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Not at all,Not at all,Not at all,Not at all,Several days,More than half the days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,9th grade,34.0,No,No,They are not involved at all.,Low,Medium,Low,Low,Medium,High,Very High,Very High,Very High,Very High,High,Medium,High,Tuitions shifted to online support,Yes,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
512,9/10/2020 23:32:02,17.0,Tamil Nadu,Male,Just finished 12th grade.,Low,No,Yes. And it is worrying.,<1 hour/day,12:00:00 AM,15.0,8:00:00 AM,8.0,Fairly good,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Less than once a week.,Several days,Several days,Several days,Several days,Several days,Several days,Not at all,5.0,No,High,Medium,Very Low,Low,Very High,Very Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
513,9/10/2020 23:39:50,23.0,Tamil Nadu,Female,Student in Final Year of College,Medium,No,Yes. And it is worrying.,<1 hour/day,3:00:00 AM,10.0,10:00:00 AM,7.0,Fairly good,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Three or more times a week.,Three or more times a week.,More than half the days,More than half the days,More than half the days,More than half the days,Several days,More than half the days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),0.0,Yes,,Yes,Yes. I might have to postpone applications to 2022/ the intake next year.,Yes,5.0,No,,Very Low,Very Low,Low,Low,,Very Low,,,Low,Low,Very Low,,Low,Low,,,,,,,,,,,,,,,,12
514,9/10/2020 23:44:19,19.0,Andhra Pradesh,Male,Student in college but not final year.,Low,No,No.,<1 hour/day,12:00:00 AM,60.0,10:00:00 AM,7.0,Fairly Bad,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month.,Once or twice a week.,Less than once a week.,Several days,Several days,More than half the days,Not at all,Not at all,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Btech,No,Yes,"Yes, they complement it. And I feel positive about it.",Very Low,,,,,,,,,,,,,,,20.0,Most of the time.,2.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
515,9/10/2020 23:47:40,21.0,Tamil Nadu,Female,Student in Final Year of College,Low,No,Yes. And it is worrying.,<1 hour/day,11:00:00 PM,15.0,8:00:00 AM,8.0,Fairly Bad,Once or twice a week,Three or more times a week,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Once or twice a week,Three or more times a week,Once or twice a week,Three or more times a week,Not during the past month.,Not during the past month.,Once or twice a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),1.0,Yes,This is better,Yes,,Yes,4.0,Yes,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,,,,,,,,,,,,,,,,19
516,9/10/2020 23:49:03,18.0,Karnataka,Male,Student in college but not final year.,Medium,No,Yes. And it is worrying.,<1 hour/day,12:30:00 PM,12.0,7:10:00 AM,7.0,Very good,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Not during the past month.,Not during the past month.,Once or twice a week.,Several days,Several days,Several days,Several days,Not at all,More than half the days,Several days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Engineering ,No,No,They are not involved at all.,Very Low,Low,Medium,High,Medium,High,Very High,Low,Very Low,Low,Very Low,,,,,26.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
517,9/11/2020 0:16:45,18.0,Karnataka,Female,Student in college but not final year.,Medium,No,No.,<1 hour/day,12:05:00 AM,120.0,7:50:00 AM,4.0,Fairly Bad,Once or twice a week,Once or twice a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Once or twice a week.,Not at all,Not at all,Several days,Not at all,Several days,Several days,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BTech CSE ,No,No,They are not involved at all.,Very Low,Low,Medium,Low,Medium,Low,Medium,Medium,Low,Very High,Very High,Very High,Medium,Very High,High,30.0,Most of the time.,3.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
518,9/11/2020 1:24:31,21.0,Tamil Nadu,Male,Currently Unemployed,Low,No,Yes. But I am not fazed by it.,<1 hour/day,3:00:00 AM,10.0,11:30:00 AM,8.0,Fairly good,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month.,Not during the past month.,Three or more times a week.,Several days,Several days,Several days,Not at all,Several days,Not at all,Not at all,,,,,,,,,,,,,,,,,,,,,,,,No.,1.0,Yes.,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
519,9/11/2020 9:00:18,20.0,Tamil Nadu,Female,Student in Final Year of College,High,No,No.,<1 hour/day,11:00:00 PM,60.0,8:00:00 AM,6.0,Fairly Bad,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Not during the past month.,Not during the past month.,Once or twice a week.,Nearly every day,Nearly every day,Nearly every day,Nearly every day,Several days,Several days,Nearly every day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work (Private Sector),0.0,Yes,Normal process is better.,No,,,4.0,Yes,Medium,High,High,High,High,High,High,High,High,High,High,High,High,High,High,,,,,,,,,,,,,,,,17
